"Product name","Product description","Price","Category","Subcategory","Color","Size","Material","Tags","Product link","Image link","Brand / seller name"
"Vintage Federal Pressed Glass Pioneer Pattern Fruit Design Plate","2000s collectible kitchen dining server.","PHP 2160.49","Vintage","Plate","Clear","11in","Glass","Federal Pressed Glass, plate, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1995 McDonalds DC Batman Forever 3D Robin Mug","1990s collectible clear glass embossed design mug.","PHP 925.93","Vintage","Mug","Clear","Standard","Glass","Batman Forever, Robin mug, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage Leonard Stainless Steel Gravy Bowl with Under-plate","1990s kitchen dining metalware.","PHP 1543.21","Vintage","Bowl","Silver","5in","Metal","Leonard, gravy bowl, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage Heavy Cut Glass 5-Section Divided 12in Serving Tray","1950s collectible decorative dining kitchen platter.","PHP 2469.14","Vintage","Tray","Clear","12in","Glass","cut glass, serving tray, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1973 Mustard Yellow Flower Design Porcelain Sugar and Creamer Set","1970s collectible mini tea cup pair.","PHP 1234.57","Vintage","Tea Set","Yellow","Mini","Porcelain","sugar creamer, porcelain set, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1960s Hofbauer Byrdes Ruby Red Butterfly Lead Crystal Basket","Made in Germany, sawtooth rim transparent glass decorative basket.","PHP 2469.14","Vintage","Basket","Red","Standard","Crystal","Hofbauer Byrdes, butterfly basket, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1970s Elizabeth Arden Porcelain Cat Figurine Trinket Box","Chinoiserie collection, multi-purpose valuable cat figure storage.","PHP 1234.57","Vintage","Trinket Box","Multicolor","Small","Porcelain","Elizabeth Arden, cat figurine, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage Berman & Anderson Square Acrylic Box with Flowers and Butterfly Movement","1978 music wind-up box.","PHP 2469.14","Vintage","Music Box","Clear","Square","Acrylic","Berman & Anderson, acrylic box, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage Clear Ribbed Tulip Shaped Glass Votive Candle Holder","1980s collectible ribbed glass flower design candleholder.","PHP 1543.21","Vintage","Candle Holder","Clear","4in","Glass","ribbed glass, tulip candle holder, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1979 Collectors Plate 'Colette' by Bouguereau","Limited edition porcelain plate, Royal Cornwall Ltd.","PHP 1543.21","Vintage","Collectors Plate","Multicolor","Standard","Porcelain","Bouguereau, collectible plate","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1979 Collectors Plate 'Madelaine' by Bouguereau","Limited edition porcelain plate, Royal Cornwall Ltd.","PHP 1543.21","Vintage","Collectors Plate","Multicolor","Standard","Porcelain","Bouguereau, collectible plate","Unspecified","Unspecified","PrettyfulShop"
"Vintage Teletubbies 12in Tall Laa Laa Plush Doll Toy","Yellow Teletubbies stuffed toy, 1990s collectible plush.","PHP 3086.42","Vintage","Plush Toy","Yellow","12in","Plush","Teletubbies, Laa Laa, collectible plush","Unspecified","Unspecified","PrettyfulShop"
"Danbury Mint Story Book Doll 'Tea Time' by Judy Belle","Porcelain doll, original packaging, 1980s collectible.","PHP 3086.42","Vintage","Doll","Multicolor","Standard","Porcelain","Judy Belle, porcelain doll","Unspecified","Unspecified","PrettyfulShop"
"Danbury Mint Story Book Doll 'A Stitch in Time' by Judy Belle","Porcelain doll, original packaging, 1980s collectible.","PHP 3086.42","Vintage","Doll","Multicolor","Standard","Porcelain","Judy Belle, porcelain doll","Unspecified","Unspecified","PrettyfulShop"
"Green Eggs and Ham by Dr. Seuss","Vintage children's book, 1960s beginner's collectible picture book.","PHP 1234.57","Vintage","Children's Book","Multicolor","Standard","Paper","Dr. Seuss, children's book","Unspecified","Unspecified","PrettyfulShop"
"It's Okay To Be Different by Todd Parr","Vintage children's book, 2001 beginner's collectible picture book.","PHP 1234.57","Vintage","Children's Book","Multicolor","Standard","Paper","Todd Parr, children's book","Unspecified","Unspecified","PrettyfulShop"
"Wonderful Ways to Prepare Italian Food by Jo Ann Shirley","Italian recipes paperback, 1978 collectible cookbook.","PHP 1234.57","Vintage","Cookbook","Multicolor","Standard","Paper","Italian cookbook, Jo Ann Shirley","Unspecified","Unspecified","PrettyfulShop"
"The Berenstains B Book by Stanley and Janet Berenstain","Vintage children's book, 1970s beginner's collectible picture book.","PHP 1234.57","Vintage","Children's Book","Multicolor","Standard","Paper","Berenstain, children's book","Unspecified","Unspecified","PrettyfulShop"
"1950 Petunia by Roger Duvoisin","Hardcover vintage children's book, animal illustrated story book.","PHP 1234.57","Vintage","Children's Book","Multicolor","Standard","Paper","Roger Duvoisin, children's book","Unspecified","Unspecified","PrettyfulShop"
"Philippine Crossword Puzzles Set of 5 - Series 2","Filipino crossword puzzle, printable gawang Pinoy puzzles.","PHP 138.27","Digital Downloads","Puzzle","Multicolor","Set of 5","Digital File","crossword, Filipino, printable","Unspecified","Unspecified","PrettyfulShop"
"Philippine Crossword Puzzles Set of 5 - Series 1","Filipino crossword puzzle, printable gawang Pinoy puzzles.","PHP 138.27","Digital Downloads","Puzzle","Multicolor","Set of 5","Digital File","crossword, Filipino, printable","Unspecified","Unspecified","PrettyfulShop"
"My Father Is My Hero in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","graphic design, Filipino, hero","Unspecified","Unspecified","PrettyfulShop"
"Owl We Need Is Love in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","graphic design, owl, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Coffee Digital Design - Closer to Happiness","PNG graphic design, coffee lovers downloadable art.","PHP 138.27","Digital Downloads","Graphic","Brown","Standard","PNG","coffee, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Coffee Digital Design - Good Day Starts with Coffee","PNG graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Brown","Standard","PNG","coffee, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Coffee Digital Design - Foundation of My Day","PNG graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Brown","Standard","PNG","coffee, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"It's Okay To Be Different in PNG","Downloadable graphic design, shirt design, Filipino tees.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","graphic design, Filipino, different","Unspecified","Unspecified","PrettyfulShop"
"Coffee Digital Design - Feeds My Creative Mind","PNG downloadable design, coffee lovers art.","PHP 138.27","Digital Downloads","Graphic","Brown","Standard","PNG","coffee, creative mind, Filipino","Unspecified","Unspecified","PrettyfulShop"
"I Make Beer Disappear What's Your Superpower in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","beer, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Coffee Digital Design - Morning Rituals","PNG downloadable design, coffee lovers art.","PHP 138.27","Digital Downloads","Graphic","Brown","Standard","PNG","coffee, rituals, Filipino","Unspecified","Unspecified","PrettyfulShop"
"The Righteous Will Possess The Earth in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","religious, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Easy Like Sunday Morning in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","Sunday morning, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Reverse Psychology in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","reverse psychology, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Programming Mode Leave Me Alone in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","programming, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Best Mama Bear in the Galaxy in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","mama bear, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Do Me a Favor and Zip Your Lips in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","zip lips, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Bees Buddies in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Multicolor","Standard","PNG","bees buddies, graphic design, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Coffee Gives Me Coding Power in PNG","Downloadable graphic design, shirt design, made in Philippines.","PHP 138.27","Digital Downloads","Graphic","Brown","Standard","PNG","coffee, coding power, Filipino","Unspecified","Unspecified","PrettyfulShop"
"Joke Collection Series 1 Tagalog Edition","Filipino jokes, web comics, comic jokes, original Pinoy joke time.","PHP 207.41","Digital Downloads","Comic","Multicolor","Standard","Digital File","jokes, Tagalog, Filipino, comic","Unspecified","Unspecified","PrettyfulShop"
"Joke Collection Series 1 English Version","Filipino jokes, web comics, comic jokes, original Pinoy joke time.","PHP 207.41","Digital Downloads","Comic","Multicolor","Standard","Digital File","jokes, English, Filipino, comic","Unspecified","Unspecified","PrettyfulShop"
"South Haven Michigan Light House at Sunset","Captured photo, printable poster, dock on beach during golden hour.","PHP 138.27","Digital Downloads","Poster","Multicolor","Standard","Digital File","sunset, lighthouse, printable poster","Unspecified","Unspecified","PrettyfulShop"
"Philippine Sun Rays Car Magnet","Filipino symbol car magnet, cultural gift.","PHP 616.67","POD","Car Magnet","Yellow","Standard","Magnet","sun rays, Filipino, car magnet","Unspecified","Unspecified","PrettyfulShop"
"Love Philippines Car Magnet","Filipino symbol car magnet, map and flag design.","PHP 616.67","POD","Car Magnet","Multicolor","Standard","Magnet","Philippines map, flag, car magnet","Unspecified","Unspecified","PrettyfulShop"
"My Tatay My Hero Unisex Softstyle T-Shirt","English-Tagalog apparel tee, Filipino dad shirt.","PHP 1111.11","POD","T-Shirt","Multicolor","Standard","Cotton","tatay, hero, Filipino dad shirt","Unspecified","Unspecified","PrettyfulShop"
"Bruh on Board Car Magnet","Funny Tag-lish car magnet, Filipino humor.","PHP 616.67","POD","Car Magnet","Multicolor","Standard","Magnet","bruha, Filipino humor, car magnet","Unspecified","Unspecified","PrettyfulShop"
"Made in Philippines Flag Barcode Car Magnet","Philippine flag design car magnet, cultural gift.","PHP 616.67","POD","Car Magnet","Multicolor","Standard","Magnet","flag barcode, Filipino car magnet","Unspecified","Unspecified","PrettyfulShop"
"Filipina with Messy Bun Light Colored Softstyle T-Shirt","Filipina apparel graphic tee, flag design.","PHP 1111.11","POD","T-Shirt","White","Standard","Cotton","messy bun, Filipina shirt","Unspecified","Unspecified","PrettyfulShop"
"I Want Adobo Not Your Opinion Unisex Softstyle T-Shirt","Funny adobo lovers shirt, sarcasm style.","PHP 1111.11","POD","T-Shirt","Multicolor","Standard","Cotton","adobo, Filipino humor shirt","Unspecified","Unspecified","PrettyfulShop"
"Philippines Flag and Sun Unisex Softstyle T-Shirt","Philippine flag graphic tee, Filipino style apparel.","PHP 1111.11","POD","T-Shirt","Multicolor","Standard","Cotton","flag and sun, Filipino shirt","Unspecified","Unspecified","PrettyfulShop"
"Half of My Heart is in the United States Half in the Philippines T-Shirt","Filipina-American couples shirt, LDR graphic tee.","PHP 1111.11","POD","T-Shirt","Multicolor","Standard","Cotton","couples shirt, Filipino-American","Unspecified","Unspecified","PrettyfulShop"
"Filipina with Messy Bun Dark Color Softstyle T-Shirt","Filipina apparel graphic tee, flag design.","PHP 1111.11","POD","T-Shirt","Black","Standard","Cotton","messy bun, Filipina shirt","Unspecified","Unspecified","PrettyfulShop"
"Double Adobo Retro Unisex Softstyle T-Shirt","Adobo lovers retro style apparel tee.","PHP 1111.11","POD","T-Shirt","Multicolor","Standard","Cotton","adobo retro, Filipino shirt","Unspecified","Unspecified","PrettyfulShop"
"Made in Philippines Flag Barcode Unisex Softstyle T-Shirt","Philippine flag graphic tee, barcode style.","PHP 1111.11","POD","T-Shirt","Multicolor","Standard","Cotton","flag barcode, Filipino shirt","Unspecified","Unspecified","PrettyfulShop"
"Balikbayan Philippines 2025 Unisex Softstyle T-Shirt","Returning citizen graphic shirt, Filipino souvenir.","PHP 1111.11","POD","T-Shirt","Multicolor","Standard","Cotton","balikbayan, Filipino shirt","Unspecified","Unspecified","PrettyfulShop"
"I'd Rather Be Philippine Jeepney Riding Unisex Softstyle T-Shirt","Philippine jeepney graphic shirt, Filipino souvenir.","PHP 1111.11","POD","T-Shirt","Multicolor","Standard","Cotton","jeepney, Filipino shirt","Unspecified","Unspecified","PrettyfulShop"
"My Tatay My Hero Ceramic Mug","English-Tagalog beverage mug, Filipino dad gift.","PHP 617.28","POD","Mug","White","Standard","Ceramic","tatay, hero, Filipino mug","Unspecified","Unspecified","PrettyfulShop"
"I Want Adobo Not Your Opinion Ceramic Mug","Philippine adobo coffee mug, humor design.","PHP 617.28","POD","Mug","White","Standard","Ceramic","adobo, Filipino mug","Unspecified","Unspecified","PrettyfulShop"
"Philippines Flag and Sun Ceramic Mug","Philippine souvenir coffee mug, flag design.","PHP 617.28","POD","Mug","White","Standard","Ceramic","flag and sun, Filipino mug","Unspecified","Unspecified","PrettyfulShop"
"Filipina With Messy Bun Ceramic Mug","Filipina souvenir coffee mug, flag design.","PHP 617.28","POD","Mug","White","Standard","Ceramic","messy bun, Filipina mug","Unspecified","Unspecified","PrettyfulShop"
"Adobo Retro Double Design Ceramic Mug","Philippine adobo coffee mug, retro design.","PHP 617.28","POD","Mug","White","Standard","Ceramic","adobo retro, Filipino mug","Unspecified","Unspecified","PrettyfulShop"
"I'd Rather Be Jeepney Riding Ceramic Mug","Philippine jeepney riding coffee mug.","PHP 617.28","POD","Mug","White","Standard","Ceramic","jeepney, Filipino mug","Unspecified","Unspecified","PrettyfulShop"
"Made in Philippines Flag Barcode Ceramic Mug","Philippine flag souvenir coffee mug.","PHP 617.28","POD","Mug","White","Standard","Ceramic","flag barcode, Filipino mug","Unspecified","Unspecified","PrettyfulShop"
"Love Philippines Flag and Map Ceramic Coffee Mug","Philippine map and flag design coffee mug.","PHP 617.28","POD","Mug","White","Standard","Ceramic","map and flag, Filipino mug","Unspecified","Unspecified","PrettyfulShop"
"Half of My Heart is in the Philippines Unisex T-Shirt","Filipina-American couples shirt, LDR graphic tee.","PHP 1111.11","POD","T-Shirt","Multicolor","Standard","Cotton","couples shirt, Filipino-American","Unspecified","Unspecified","PrettyfulShop"
"I Love Adobo Softstyle T-Shirt","Adobo lovers shirt, Filipino adobo apparel.","PHP 1111.11","POD","T-Shirt","Multicolor","Standard","Cotton","adobo, Filipino shirt","Unspecified","Unspecified","PrettyfulShop"
"Made in Philippines Flag Barcode Canvas Tote Bag","Philippine flag souvenir fabric bag.","PHP 1461.73","POD","Tote Bag","Multicolor","Standard","Fabric","flag barcode, Filipino tote bag","Unspecified","Unspecified","PrettyfulShop"
"Love Philippines Flag and Map Canvas Tote Bag","Philippine map and flag souvenir fabric bag.","PHP 1461.73","POD","Tote Bag","Multicolor","Standard","Fabric","map and flag, Filipino tote bag","Unspecified","Unspecified","PrettyfulShop"
"I'd Rather Be Riding Jeepney Canvas Tote Bag","Philippine jeepney riding souvenir fabric bag.","PHP 1234.57","POD","Tote Bag","Multicolor","Standard","Fabric","jeepney, Filipino tote bag","Unspecified","Unspecified","PrettyfulShop"
"Bruha Funny Canvas Tote Bag","Filipino funny Tagalog sayings souvenir fabric bag.","PHP 1234.57","POD","Tote Bag","Multicolor","Standard","Fabric","bruha, Filipino tote bag","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1984 Movie The NeverEnding Story","Classic 1980s fantasy film, VHS tape, free shipping.","PHP 1234.57","Vintage Movies","Movie","Multicolor","Standard","VHS","NeverEnding Story, 1980s movie, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1980s Movie Driving Miss Daisy VHS Tape","Brand new sealed, free shipping, movies of the 80s.","PHP 1543.21","Vintage Movies","Movie","Multicolor","Standard","VHS","Driving Miss Daisy, 1980s movie, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1997 Movie The Godfather Part 1 Two VHS Tape Set","Brand new sealed, free shipping, movies of the 90s.","PHP 1543.21","Vintage Movies","Movie","Multicolor","Standard","VHS","Godfather Part 1, 1990s movie, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1992 Movie White Men Can't Jump DVD","Region 1 for US/Canada, new & sealed, free shipping.","PHP 1234.57","Vintage Movies","Movie","Multicolor","Standard","DVD","White Men Can't Jump, 1990s movie, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1997 Movie Michael - John Travolta VHS Tape","Brand new sealed, free shipping.","PHP 1543.21","Vintage Movies","Movie","Multicolor","Standard","VHS","Michael, John Travolta, 1990s movie, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1997 Movie Men in Black (MIB) VHS Tape","Brand new sealed, free shipping.","PHP 1543.21","Vintage Movies","Movie","Multicolor","Standard","VHS","Men in Black, 1990s movie, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1948 Movie The Time of Your Life James Cagney VHS Tape","Brand new sealed, free shipping.","PHP 2469.14","Vintage Movies","Movie","Multicolor","Standard","VHS","Time of Your Life, James Cagney, 1940s movie","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1997 Diana Princess of Wales VHS Tape","1961–1997 The People's Princess, brand new sealed, free shipping.","PHP 1543.21","Vintage Movies","Movie","Multicolor","Standard","VHS","Diana Princess of Wales, 1990s movie, collectible","Unspecified","Unspecified","PrettyfulShop"
"Vintage 1991 Movie Fried Green Tomatoes VHS Tape","Brand new sealed, comedy movies of the 90s, free shipping.","PHP 1543.21","Vintage Movies","Movie","Multicolor","Standard","VHS","Fried Green Tomatoes, 1990s movie, collectible","Unspecified","Unspecified","PrettyfulShop"
"Handwoven Ticog Grass Backpack: Filipino Artisan Orange Bag","Filipino artisan backpack made from Ticog grass, eco-friendly and handwoven.","PHP 6816.55","Native","Backpack","Orange","Standard","Ticog Grass","handwoven, backpack, Filipino artisan","https://www.etsy.com/listing/1902104245","https://i.etsystatic.com/...jpg","BanigCollection"
"Handwoven Ticog Grass Banig Bag: Filipino Artisan Tote","Filipino artisan tote bag made from Ticog grass, eco-friendly and handwoven.","PHP 8237.41","Native","Tote","Multicolor","Standard","Ticog Grass","handwoven, tote, Filipino artisan","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Handwoven Brown Pandan Sleeping Mat (Double Size)","Traditional Filipino sleeping mat, eco-friendly outdoor picnic or beach mat.","PHP 6097.12","Native","Mat","Brown","Double","Pandan","handwoven, sleeping mat, Filipino artisan","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Handwoven Pandan Traditional Sleeping Mat (Double Size)","Traditional Filipino sleeping mat, eco-friendly outdoor picnic or beach mat.","PHP 6097.12","Native","Mat","Multicolor","Double","Pandan","handwoven, sleeping mat, Filipino artisan","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Handwoven Pandan Picnic/Yoga Mat","Filipino handwoven pandan mat, eco-friendly outdoor or yoga mat.","PHP 6672.66","Native","Mat","Multicolor","Standard","Pandan","handwoven, picnic mat, yoga mat","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Handmade Raffia Shoulder Bag: Large Boho Tote","Eco-friendly raffia fiber shoulder bag, large boho tote.","PHP 5377.70","Native","Bag","Brown","Large","Raffia","raffia, shoulder bag, boho tote","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Handmade Green Abaca Twine Shoulder Net Bag","Eco-friendly abaca twine shoulder net bag, Filipino artisan design.","PHP 4874.10","Native","Bag","Green","Standard","Abaca","abaca, shoulder bag, net bag","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Natural White Clutch bag | Souvenir from Philippines | Lightweight pouch bag","Handwoven clutch bag made from native fibers, lightweight souvenir gift from the Philippines.","PHP 6097.12","Pochette","Bag","White","Standard","Sabutan","handwoven, clutch bag, souvenir, eco-friendly","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Natural White Clutch bag | Woven Sabutan sling bag | Souvenir from Philippines | Eco friendly gift for her | Lightweight pouch bag","Handwoven Sabutan sling bag, eco-friendly souvenir gift for her, lightweight pouch bag.","PHP 6097.12","Pochette","Bag","White","Standard","Sabutan","handwoven, sling bag, eco-friendly, souvenir","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Handwoven Ticog Grass Bayong Bag: Expandable Tote with Wood Handle","Filipino artisan expandable tote bag made from Ticog grass, with round wooden handle.","PHP 7733.81","Face Bag","Bag","Multicolor","Standard","Ticog Grass","handwoven, bayong bag, Filipino artisan","https://www.etsy.com/listing/4316247360","https://i.etsystatic.com/...jpg","BanigCollection"
"Handmade Mother of Pearl Flower Studs: Minimalist Earrings (3cm)","Minimalist handmade mother of pearl flower stud earrings, 3cm size.","PHP 3075.54","Accessories","Earrings","White","3cm","Mother of Pearl","earrings, studs, minimalist, mother of pearl","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Handmade Mother of Pearl Flower Studs: Minimalist Earrings","Minimalist handmade mother of pearl flower stud earrings.","PHP 3075.54","Accessories","Earrings","White","Standard","Mother of Pearl","earrings, studs, minimalist, mother of pearl","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Dainty Freshwater Pearl Bracelet: 14k Gold Plated Stainless Steel","Dainty freshwater pearl bracelet with 14k gold plated stainless steel.","PHP 3938.85","Accessories","Bracelet","White","Standard","Freshwater Pearl & Stainless Steel","bracelet, freshwater pearl, gold plated","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Dainty Freshwater Pearl Necklace: 14k Gold Plated Stainless Steel","Dainty freshwater pearl necklace with 14k gold plated stainless steel.","PHP 3938.85","Accessories","Necklace","White","Standard","Freshwater Pearl & Stainless Steel","necklace, freshwater pearl, gold plated","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Handmade Rattan Earrings with Mother of Pearl Accent","Handmade rattan earrings with mother of pearl accent, wedding gift.","PHP 3938.85","Accessories","Earrings","Brown & White","Standard","Rattan & Mother of Pearl","earrings, rattan, wedding gift, handmade","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Dainty Freshwater Pearl Earrings: 14k Gold Plated Stainless Steel Hoops","Dainty freshwater pearl earrings with 14k gold plated stainless steel hoops.","PHP 3938.85","Accessories","Earrings","White","Standard","Freshwater Pearl & Stainless Steel","earrings, freshwater pearl, gold plated hoops","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","BanigCollection"
"Medium Abalone Sampaguita / Hibiscus (Arabian Jasmine) Earring Jackets - Without Studs","Medium handmade earring jackets inspired by Sampaguita/Hibiscus, crafted from abalone shell. Studs not included.","PHP 1851.85","Jewelry & Pouches","Earrings","Abalone","Medium","Abalone Shell","Filipino jewelry, Sampaguita, Hibiscus, abalone","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Medium Abalone Sampaguita / Hibiscus (Arabian Jasmine) Earring Jackets - Choose Your Studs","Medium handmade earring jackets inspired by Sampaguita/Hibiscus, crafted from abalone shell. Studs customizable.","PHP 2283.95","Jewelry & Pouches","Earrings","Abalone","Medium","Abalone Shell","Filipino jewelry, Sampaguita, Hibiscus, abalone","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Handpainted Floral Filipiniana Pañuelo / Alampay: Pink Sheer Organza Wrap","Handpainted floral pañuelo/alampay wrap in pink sheer organza.","PHP 3950.62","Filipiniana Attire","Pañuelo","Pink","Standard","Organza","Filipiniana, pañuelo, alampay, floral, handpainted","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Modern Filipiniana Wrap Top | Petite / Junior | Reversible One Shoulder Cover-Up with Puff Sleeve | Venus Cut Terno | Red Organza","Modern reversible wrap top with puff sleeve, Venus cut terno style in red organza.","PHP 1543.21","Filipiniana Attire","Top","Red","Petite/Junior","Organza","Filipiniana, wrap top, reversible, terno","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Filipiniana Embroidered Bolero – Beige Organza with Beige/Cream Floral Detail for Weddings & Formal Events","Embroidered bolero in beige organza with cream floral detail, ideal for weddings and formal events.","PHP 3950.62","Filipiniana Attire","Bolero","Beige","Standard","Organza","Filipiniana, embroidered bolero, wedding, formal","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Handpainted Floral Filipiniana Pañuelo / Alampay: Black Sheer Organza Wrap","Handpainted floral pañuelo/alampay wrap in black sheer organza.","PHP 3950.62","Filipiniana Attire","Pañuelo","Black","Standard","Organza","Filipiniana, pañuelo, alampay, floral, handpainted","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Filipiniana Embroidered Bolero – Black Organza with Beige/Cream Floral Detail for Weddings & Formal Events","Embroidered bolero in black organza with cream floral detail, ideal for weddings and formal events.","PHP 3950.62","Filipiniana Attire","Bolero","Black","Standard","Organza","Filipiniana, embroidered bolero, wedding, formal","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Barong Tagalog Dog Bandana – Handmade Filipino Pet Accessory for Portraits & Special Occasions","Handmade Barong Tagalog dog bandana, Filipino pet accessory for portraits and special occasions.","PHP 1851.85","Filipiniana Attire","Accessory","White","Standard","Fabric","Barong Tagalog, dog bandana, Filipino pet accessory","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Handmade Black Alpombra Slippers with Beaded Design – Traditional Filipino Footwear","Traditional handmade black alpombra slippers with beaded design.","PHP 1481.48","Filipiniana Attire","Footwear","Black","Standard","Fabric & Beads","Filipino footwear, alpombra slippers, traditional","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Handpainted Floral Filipiniana Pañuelo / Alampay: Midnight Blue Sheer Organza Wrap","Handpainted floral pañuelo/alampay wrap in midnight blue sheer organza.","PHP 3950.62","Filipiniana Attire","Pañuelo","Blue","Standard","Organza","Filipiniana, pañuelo, alampay, floral, handpainted","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Filipiniana Handpainted Bolero – Black Organza with Floral Detail for Weddings & Formal Events","Handpainted bolero in black organza with floral detail, ideal for weddings and formal events.","PHP 3950.62","Filipiniana Attire","Bolero","Black","Standard","Organza","Filipiniana, handpainted bolero, wedding, formal","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Handpainted Floral Filipiniana Pañuelo / Alampay: Gold Sheer Organza Wrap","Handpainted floral pañuelo/alampay wrap in gold sheer organza.","PHP 3950.62","Filipiniana Attire","Pañuelo","Gold","Standard","Organza","Filipiniana, pañuelo, alampay, floral, handpainted","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
