Product name,Product description,Category,Subcategory,Color,Size,Material,Tags,TEXT_CONTENT,TOKENS,TOKENS_FILTERED,TOKENS_LEMMATIZED,TAGS_LIST,TAGS_LIST_FINAL
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired indue Metal jeepney and Philippine flag keychain or bag charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']"
Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift,Metal jeepney and Philippine flag keychain or bag charm.,Pinoy Keychains & Charms,Keychain,Silver/Multicolor,STANDARD,Metal,"Jeepney charm, Philippine flag, Filipino souvenir",Metal Jeepney and Philippine Flag Keychain or Bag Charm - Philippines-Inspired Gift Metal jeepney and Philippine flag keychain or bag charm. Silver/Multicolor STANDARD Metal,"['Metal', 'Jeepney', 'and', 'Philippine', 'Flag', 'Keychain', 'or', 'Bag', 'Charm', '-', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'and', 'Philippine', 'flag', 'keychain', 'or', 'bag', 'charm', '.', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Metal', 'Jeepney', 'Philippine', 'Flag', 'Keychain', 'Bag', 'Charm', 'Philippines-Inspired', 'Gift', 'Metal', 'jeepney', 'Philippine', 'flag', 'keychain', 'bag', 'charm', 'Silver/Multicolor', 'STANDARD', 'Metal']","['Jeepney charm', 'Philippine flag', 'Filipino souvenir']","['Jeepney charm', 'Filipino souvenir']"
Wonderful Ways to Prepare Italian Food by Jo Ann Shirley,"Italian recipes paperback, 1978 collectible cookbook.",Vintage,Cookbook,Multicolor,STANDARD,Paper,"Italian cookbook, Jo Ann Shirley","Wonderful Ways to Prepare Italian nutrient by Jo Ann Shirley Italian recipes paperback, 1978 collectible cookbook. Multicolor STANDARD Paper","['Wonderful', 'Ways', 'to', 'Prepare', 'Italian', 'Food', 'by', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', ',', '1978', 'collectible', 'cookbook', '.', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipe', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Italian cookbook', 'Jo Ann Shirley']",['Jo Ann Shirley']
Wonderful Ways to Prepare Italian Food by Jo Ann Shirley,"Italian recipes paperback, 1978 collectible cookbook.",Vintage,Cookbook,Multicolor,STANDARD,Paper,"Italian cookbook, Jo Ann Shirley","Wonderful Ways to organize Italian Food by Jo Ann Shirley Italian recipes paperback, 1978 collectible cookbook. Multicolor STANDARD Paper","['Wonderful', 'Ways', 'to', 'Prepare', 'Italian', 'Food', 'by', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', ',', '1978', 'collectible', 'cookbook', '.', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipe', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Italian cookbook', 'Jo Ann Shirley']",['Jo Ann Shirley']
Wonderful Ways to Prepare Italian Food by Jo Ann Shirley,"Italian recipes paperback, 1978 collectible cookbook.",Vintage,Cookbook,Multicolor,STANDARD,Paper,"Italian cookbook, Jo Ann Shirley","Wonderful Ways to Prepare Italian Food by Jo Ann Shirley Italian recipes paperback, 1978 collectible cookbook. Multicolor STANDARD Paper","['Wonderful', 'Ways', 'to', 'Prepare', 'Italian', 'Food', 'by', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', ',', '1978', 'collectible', 'cookbook', '.', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipe', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Italian cookbook', 'Jo Ann Shirley']",['Jo Ann Shirley']
Wonderful Ways to Prepare Italian Food by Jo Ann Shirley,"Italian recipes paperback, 1978 collectible cookbook.",Vintage,Cookbook,Multicolor,STANDARD,Paper,"Italian cookbook, Jo Ann Shirley","Wonderful Ways to Prepare Italian Food by Jo Ann Shirley Italian recipes paperback, 1978 collectible cookbook. Multicolor STANDARD wallpaper","['Wonderful', 'Ways', 'to', 'Prepare', 'Italian', 'Food', 'by', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', ',', '1978', 'collectible', 'cookbook', '.', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipe', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Italian cookbook', 'Jo Ann Shirley']",['Jo Ann Shirley']
Wonderful Ways to Prepare Italian Food by Jo Ann Shirley,"Italian recipes paperback, 1978 collectible cookbook.",Vintage,Cookbook,Multicolor,STANDARD,Paper,"Italian cookbook, Jo Ann Shirley","Wonderful Ways to Prepare Italian Food by Jo Ann Shirley Italian recipes paperback, 1978 collectible cookbook. Multicolor STANDARD Paper","['Wonderful', 'Ways', 'to', 'Prepare', 'Italian', 'Food', 'by', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', ',', '1978', 'collectible', 'cookbook', '.', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipe', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Italian cookbook', 'Jo Ann Shirley']",['Jo Ann Shirley']
Wonderful Ways to Prepare Italian Food by Jo Ann Shirley,"Italian recipes paperback, 1978 collectible cookbook.",Vintage,Cookbook,Multicolor,STANDARD,Paper,"Italian cookbook, Jo Ann Shirley","Wonderful Ways to Prepare Italian Food by Jo Ann Shirley Italian recipes paperback, 1978 collectible cookbook. Multicolor received Paper","['Wonderful', 'Ways', 'to', 'Prepare', 'Italian', 'Food', 'by', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', ',', '1978', 'collectible', 'cookbook', '.', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipe', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Italian cookbook', 'Jo Ann Shirley']",['Jo Ann Shirley']
Wonderful Ways to Prepare Italian Food by Jo Ann Shirley,"Italian recipes paperback, 1978 collectible cookbook.",Vintage,Cookbook,Multicolor,STANDARD,Paper,"Italian cookbook, Jo Ann Shirley","Wonderful Ways to Prepare Italian Food by Jo Ann Shirley Italian recipes paperback, 1978 collectible cookbook. Multicolor STANDARD Paper","['Wonderful', 'Ways', 'to', 'Prepare', 'Italian', 'Food', 'by', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', ',', '1978', 'collectible', 'cookbook', '.', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipe', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Italian cookbook', 'Jo Ann Shirley']",['Jo Ann Shirley']
Wonderful Ways to Prepare Italian Food by Jo Ann Shirley,"Italian recipes paperback, 1978 collectible cookbook.",Vintage,Cookbook,Multicolor,STANDARD,Paper,"Italian cookbook, Jo Ann Shirley","Wonderful Ways to Prepare Italian Food by Jo Ann Shirley Italian recipes paperback, 1978 collectible cookbook. Multicolor STANDARD Paper","['Wonderful', 'Ways', 'to', 'Prepare', 'Italian', 'Food', 'by', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', ',', '1978', 'collectible', 'cookbook', '.', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipe', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Italian cookbook', 'Jo Ann Shirley']",['Jo Ann Shirley']
Wonderful Ways to Prepare Italian Food by Jo Ann Shirley,"Italian recipes paperback, 1978 collectible cookbook.",Vintage,Cookbook,Multicolor,STANDARD,Paper,"Italian cookbook, Jo Ann Shirley","Wonderful Ways to Prepare Italian Food by Jo Ann Shirley Italian recipes paperback, 1978 collectible cookbook. Multicolor STANDARD Paper","['Wonderful', 'Ways', 'to', 'Prepare', 'Italian', 'Food', 'by', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', ',', '1978', 'collectible', 'cookbook', '.', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipes', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Wonderful', 'Ways', 'Prepare', 'Italian', 'Food', 'Jo', 'Ann', 'Shirley', 'Italian', 'recipe', 'paperback', '1978', 'collectible', 'cookbook', 'Multicolor', 'STANDARD', 'Paper']","['Italian cookbook', 'Jo Ann Shirley']",['Jo Ann Shirley']
Handwoven Kalinga Circle Earrings - Red & Black,Handwoven Kalinga circle earrings in red & black.,Jewelry,Earrings,Red/Black,CIRCLE,Handwoven,"Kalinga, handwoven earrings, circle design",Handwoven Kalinga Circle Earrings - Red & Black Handwoven Kalinga circle earrings in blood-red & black. Red/Black CIRCLE Handwoven,"['Handwoven', 'Kalinga', 'Circle', 'Earrings', '-', 'Red', '&', 'Black', 'Handwoven', 'Kalinga', 'circle', 'earrings', 'in', 'red', '&', 'black', '.', 'Red/Black', 'CIRCLE', 'Handwoven']","['Handwoven', 'Kalinga', 'Circle', 'Earrings', 'Red', 'Black', 'Handwoven', 'Kalinga', 'circle', 'earrings', 'red', 'black', 'Red/Black', 'CIRCLE', 'Handwoven']","['Handwoven', 'Kalinga', 'Circle', 'Earrings', 'Red', 'Black', 'Handwoven', 'Kalinga', 'circle', 'earring', 'red', 'black', 'Red/Black', 'CIRCLE', 'Handwoven']","['Kalinga', 'handwoven earrings', 'circle design']","['Kalinga', 'handwoven earrings', 'circle design']"
Handwoven Kalinga Tassel Earrings - Black,Handwoven Kalinga tassel earrings in black.,Jewelry,Earrings,Black,TASSEL,Handwoven,"Kalinga, tassel earrings, handwoven",Handwoven Kalinga Tassel Earrings - Black Handwoven Kalinga tassel earrings in black. Black tassel Handwoven,"['Handwoven', 'Kalinga', 'Tassel', 'Earrings', '-', 'Black', 'Handwoven', 'Kalinga', 'tassel', 'earrings', 'in', 'black', '.', 'Black', 'TASSEL', 'Handwoven']","['Handwoven', 'Kalinga', 'Tassel', 'Earrings', 'Black', 'Handwoven', 'Kalinga', 'tassel', 'earrings', 'black', 'Black', 'TASSEL', 'Handwoven']","['Handwoven', 'Kalinga', 'Tassel', 'Earrings', 'Black', 'Handwoven', 'Kalinga', 'tassel', 'earring', 'black', 'Black', 'TASSEL', 'Handwoven']","['Kalinga', 'tassel earrings', 'handwoven']","['Kalinga', 'handwoven']"
Handwoven Kalinga Fan Earrings - Ochre,Handwoven Kalinga fan earrings in ochre color.,Jewelry,Earrings,Ochre,FAN,Handwoven,"Kalinga, handwoven earrings, fan design",Handwoven Kalinga Fan Earrings - Ochre Handwoven Kalinga fan earrings in ochre color. Ochre FAN Handwoven,"['Handwoven', 'Kalinga', 'Fan', 'Earrings', '-', 'Ochre', 'Handwoven', 'Kalinga', 'fan', 'earrings', 'in', 'ochre', 'color', '.', 'Ochre', 'FAN', 'Handwoven']","['Handwoven', 'Kalinga', 'Fan', 'Earrings', 'Ochre', 'Handwoven', 'Kalinga', 'fan', 'earrings', 'ochre', 'color', 'Ochre', 'FAN', 'Handwoven']","['Handwoven', 'Kalinga', 'Fan', 'Earrings', 'Ochre', 'Handwoven', 'Kalinga', 'fan', 'earring', 'ochre', 'color', 'Ochre', 'FAN', 'Handwoven']","['Kalinga', 'handwoven earrings', 'fan design']","['Kalinga', 'handwoven earrings']"
Handwoven Kalinga Tassel Earrings - Fuchsia,Handwoven Kalinga tassel earrings in fuchsia.,Jewelry,Earrings,Fuchsia,TASSEL,Handwoven,"Kalinga, handwoven earrings, tassel design",Handwoven Kalinga Tassel Earrings - Fuchsia Handwoven Kalinga tassel earring in fuchsia. Fuchsia TASSEL Handwoven,"['Handwoven', 'Kalinga', 'Tassel', 'Earrings', '-', 'Fuchsia', 'Handwoven', 'Kalinga', 'tassel', 'earrings', 'in', 'fuchsia', '.', 'Fuchsia', 'TASSEL', 'Handwoven']","['Handwoven', 'Kalinga', 'Tassel', 'Earrings', 'Fuchsia', 'Handwoven', 'Kalinga', 'tassel', 'earrings', 'fuchsia', 'Fuchsia', 'TASSEL', 'Handwoven']","['Handwoven', 'Kalinga', 'Tassel', 'Earrings', 'Fuchsia', 'Handwoven', 'Kalinga', 'tassel', 'earring', 'fuchsia', 'Fuchsia', 'TASSEL', 'Handwoven']","['Kalinga', 'handwoven earrings', 'tassel design']","['Kalinga', 'handwoven earrings']"
Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord,Handmade cross necklace crafted from Kamagong wood with adjustable leather cord.,Philippine Handicrafts,Necklace,Brown,STANDARD,Kamagong Wood,Kamagong wood cross necklace,Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord Handmade cross necklace crafted from Kamagong wood with adjustable leather cord. brown STANDARD Kamagong Wood,"['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', ':', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'from', 'Kamagong', 'wood', 'with', 'adjustable', 'leather', 'cord', '.', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']",['Kamagong wood cross necklace'],['Kamagong wood cross necklace']
Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord,Handmade cross necklace crafted from Kamagong wood with adjustable leather cord.,Philippine Handicrafts,Necklace,Brown,STANDARD,Kamagong Wood,Kamagong wood cross necklace,Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord Handmade cross necklace crafted from Kamagong wood with adjustable leather cord. Brown STANDARD Kamagong Wood,"['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', ':', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'from', 'Kamagong', 'wood', 'with', 'adjustable', 'leather', 'cord', '.', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']",['Kamagong wood cross necklace'],['Kamagong wood cross necklace']
Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord,Handmade cross necklace crafted from Kamagong wood with adjustable leather cord.,Philippine Handicrafts,Necklace,Brown,STANDARD,Kamagong Wood,Kamagong wood cross necklace,Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord Handmade cross necklace crafted from Kamagong wood with adjustable leather cord. Brown STANDARD Kamagong Wood,"['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', ':', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'from', 'Kamagong', 'wood', 'with', 'adjustable', 'leather', 'cord', '.', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']",['Kamagong wood cross necklace'],['Kamagong wood cross necklace']
Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord,Handmade cross necklace crafted from Kamagong wood with adjustable leather cord.,Philippine Handicrafts,Necklace,Brown,STANDARD,Kamagong Wood,Kamagong wood cross necklace,Handmade Kamagong Wood Cross Necklace: Adjustable Leather corduroy Handmade cross necklace crafted from Kamagong wood with adjustable leather cord. Brown STANDARD Kamagong Wood,"['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', ':', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'from', 'Kamagong', 'wood', 'with', 'adjustable', 'leather', 'cord', '.', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']",['Kamagong wood cross necklace'],['Kamagong wood cross necklace']
Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord,Handmade cross necklace crafted from Kamagong wood with adjustable leather cord.,Philippine Handicrafts,Necklace,Brown,STANDARD,Kamagong Wood,Kamagong wood cross necklace,Handmade Kamagong Wood Cross Necklace: Adjustable Leather cord Handmade cross necklace crafted from Kamagong wood with adjustable leather cord. Brown STANDARD Kamagong Wood,"['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', ':', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'from', 'Kamagong', 'wood', 'with', 'adjustable', 'leather', 'cord', '.', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']",['Kamagong wood cross necklace'],['Kamagong wood cross necklace']
Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord,Handmade cross necklace crafted from Kamagong wood with adjustable leather cord.,Philippine Handicrafts,Necklace,Brown,STANDARD,Kamagong Wood,Kamagong wood cross necklace,Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord Handmade cross necklace crafted from Kamagong wood with adjustable leather cord. Brown STANDARD Kamagong Wood,"['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', ':', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'from', 'Kamagong', 'wood', 'with', 'adjustable', 'leather', 'cord', '.', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']",['Kamagong wood cross necklace'],['Kamagong wood cross necklace']
Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord,Handmade cross necklace crafted from Kamagong wood with adjustable leather cord.,Philippine Handicrafts,Necklace,Brown,STANDARD,Kamagong Wood,Kamagong wood cross necklace,Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord Handmade frustrate necklace crafted from Kamagong wood with adjustable leather cord. Brown STANDARD Kamagong Wood,"['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', ':', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'from', 'Kamagong', 'wood', 'with', 'adjustable', 'leather', 'cord', '.', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']",['Kamagong wood cross necklace'],['Kamagong wood cross necklace']
Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord,Handmade cross necklace crafted from Kamagong wood with adjustable leather cord.,Philippine Handicrafts,Necklace,Brown,STANDARD,Kamagong Wood,Kamagong wood cross necklace,Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord Handmade cross necklace crafted from Kamagong wood with adjustable leather cord. Brown banner Kamagong Wood,"['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', ':', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'from', 'Kamagong', 'wood', 'with', 'adjustable', 'leather', 'cord', '.', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']","['Handmade', 'Kamagong', 'Wood', 'Cross', 'Necklace', 'Adjustable', 'Leather', 'Cord', 'Handmade', 'cross', 'necklace', 'crafted', 'Kamagong', 'wood', 'adjustable', 'leather', 'cord', 'Brown', 'STANDARD', 'Kamagong', 'Wood']",['Kamagong wood cross necklace'],['Kamagong wood cross necklace']
